Gene	Base_Score	Split_Score	Gini_Score	Cutoff_Age	Count	P_Value	P_Adj	Up_Down
Mthfd1l	0.1344	0.09789473684210527	0.03650526315789472	18.5	8	0.004852500000000037	0.22773486895161463	Down
Mustn1	0.1344	0.09789473684210527	0.03650526315789472	18.5	8	0.004852500000000037	0.22773486895161463	Down
Gabpb2	0.24840000000000004	0.19159722222222222	0.05680277777777781	19.5	23	0.004924499999999998	0.2290471733067722	Down
Acvr1b	0.2244	0.16988095238095233	0.05451904761904766	17.5	17	0.004939499999999986	0.2290471733067722	Down
Aifm2	0.24840000000000004	0.19159722222222222	0.05680277777777781	19.5	23	0.004924499999999998	0.2290471733067722	Down
Mecr	0.2304	0.1782638888888889	0.052136111111111105	19.5	32	0.005038499999999946	0.23271072023809272	Down
Brd3os	0.2436	0.1879802955665025	0.05561970443349751	23.5	29	0.005350500000000036	0.2346527110726626	Down
Mfsd3	0.21	0.16230899830220713	0.04769100169779286	21.0	15	0.005485500000000032	0.2346527110726626	Down
Cpsf1	0.2304	0.1794230769230769	0.050976923076923086	24.5	32	0.005370499999999945	0.2346527110726626	Down
Abhd2	0.2484	0.19233333333333336	0.056066666666666654	29.5	27	0.005796499999999982	0.2346527110726626	Down
Mybl2	0.12040000000000001	0.09333333333333334	0.02706666666666667	23.5	7	0.005698500000000051	0.2346527110726626	Down
March4	0.24639999999999998	0.19033333333333333	0.056066666666666654	22.5	28	0.005450500000000025	0.2346527110726626	Down
Heatr5b	0.24640000000000004	0.19033333333333333	0.05606666666666671	29.5	22	0.005593500000000029	0.2346527110726626	Down
Man2b1	0.2484	0.19246179966044147	0.05593820033955854	21.0	27	0.005796499999999982	0.2346527110726626	Down
Map3k7	0.2304	0.17963875205254518	0.05076124794745482	23.5	32	0.005658500000000011	0.2346527110726626	Down
Ikbkg	0.2176	0.1653333333333333	0.052266666666666683	29.5	34	0.0052674999999999805	0.2346527110726626	Down
Cyp4f13	0.12040000000000001	0.09333333333333334	0.02706666666666667	23.5	7	0.005698500000000051	0.2346527110726626	Down
Zfyve27	0.2304	0.1794230769230769	0.050976923076923086	24.5	32	0.005370499999999945	0.2346527110726626	Down
Pdia4	0.2484	0.19246179966044147	0.05593820033955854	21.0	27	0.005796499999999982	0.2346527110726626	Down
Gm45739	0.2176	0.1658974358974359	0.051702564102564075	24.5	34	0.005442500000000017	0.2346527110726626	Down
Garnl3	0.24	0.1824	0.057599999999999985	25.5	30	0.0052354999999999485	0.2346527110726626	Down
Gm8502	0.24640000000000004	0.19033333333333333	0.05606666666666671	29.5	22	0.005593500000000029	0.2346527110726626	Down
Camk1g	0.24639999999999998	0.19033333333333333	0.056066666666666654	22.5	28	0.005450500000000025	0.2346527110726626	Down
Gm29288	0.24640000000000004	0.19033333333333333	0.05606666666666671	29.5	22	0.005593500000000029	0.2346527110726626	Down
Mier3	0.2304	0.1794230769230769	0.050976923076923086	24.5	32	0.005370499999999945	0.2346527110726626	Down
Cdc7	0.24639999999999998	0.19033333333333333	0.056066666666666654	22.5	28	0.005450500000000025	0.2346527110726626	Down
Pip4k2b	0.2484	0.19233333333333336	0.056066666666666654	29.5	27	0.005796499999999982	0.2346527110726626	Down
Trat1	0.2176	0.1653333333333333	0.052266666666666683	22.5	16	0.0052554999999999685	0.2346527110726626	Down
Elp1	0.2304	0.17963875205254518	0.05076124794745482	23.5	32	0.005658500000000011	0.2346527110726626	Down
Gm6768	0.2484	0.19246179966044147	0.05593820033955854	21.0	27	0.005796499999999982	0.2346527110726626	Down
Med24	0.2304	0.17963875205254518	0.05076124794745482	23.5	32	0.005658500000000011	0.2346527110726626	Down
Chrm1	0.2484	0.19246179966044147	0.05593820033955854	21.0	27	0.005796499999999982	0.2346527110726626	Down
Fam172a	0.2356	0.1820952380952381	0.053504761904761916	31.5	31	0.005382499999999957	0.2346527110726626	Down
Vps11	0.2304	0.17963875205254518	0.05076124794745482	23.5	32	0.005658500000000011	0.2346527110726626	Down
Secisbp2l	0.2436	0.1879802955665025	0.05561970443349751	23.5	29	0.005350500000000036	0.2346527110726626	Down
Gtdc1	0.24639999999999998	0.19033333333333333	0.056066666666666654	22.5	28	0.005450500000000025	0.2346527110726626	Down
Tut1	0.2496	0.19205254515599343	0.05754745484400656	23.5	24	0.005826499999999957	0.2346527110726626	Down
Herc6	0.12040000000000001	0.09333333333333334	0.02706666666666667	23.5	7	0.005698500000000051	0.2346527110726626	Down
Mdm2	0.2304	0.1794230769230769	0.050976923076923086	24.5	32	0.005370499999999945	0.2346527110726626	Down
Fgd3	0.2176	0.1653333333333333	0.052266666666666683	22.5	16	0.0052554999999999685	0.2346527110726626	Down
Gpr37	0.2484	0.19233333333333336	0.056066666666666654	29.5	27	0.005796499999999982	0.2346527110726626	Down
Dcaf1	0.2496	0.19205254515599343	0.05754745484400656	23.5	24	0.005826499999999957	0.2346527110726626	Down
Herc4	0.2436	0.1879802955665025	0.05561970443349751	23.5	29	0.005350500000000036	0.2346527110726626	Down
Cacnb3	0.24840000000000004	0.19233333333333336	0.05606666666666668	22.5	23	0.0059555000000000025	0.2365735989761093	Down
Timp4	0.24840000000000004	0.19233333333333336	0.05606666666666668	22.5	23	0.0059555000000000025	0.2365735989761093	Down
Mtmr12	0.24840000000000004	0.19233333333333336	0.05606666666666668	22.5	23	0.0059555000000000025	0.2365735989761093	Down
Rab27a	0.2176	0.16899999999999998	0.048600000000000004	29.5	16	0.005954499999999974	0.2365735989761093	Down
Asic1	0.24	0.18675721561969438	0.05324278438030561	21.0	30	0.0061075000000000434	0.2393440824915842	Down
Dnajc13	0.24	0.18675721561969438	0.05324278438030561	21.0	30	0.0061075000000000434	0.2393440824915842	Down
Zswim8	0.24	0.18675721561969438	0.05324278438030561	21.0	30	0.0061075000000000434	0.2393440824915842	Down
Fem1b	0.24	0.18675721561969438	0.05324278438030561	21.0	30	0.0061075000000000434	0.2393440824915842	Down
Nlk	0.21000000000000002	0.16387520525451563	0.04612479474548439	23.5	35	0.0061915000000000164	0.23941152325581458	Down
Ppil4	0.21000000000000002	0.16387520525451563	0.04612479474548439	23.5	35	0.0061915000000000164	0.23941152325581458	Down
Lrrtm3	0.21000000000000002	0.16387520525451563	0.04612479474548439	23.5	35	0.0061915000000000164	0.23941152325581458	Down
Kdm5d	0.21000000000000002	0.16387520525451563	0.04612479474548439	23.5	35	0.0061915000000000164	0.23941152325581458	Down
St3gal4	0.24	0.18850574712643678	0.05149425287356321	23.5	20	0.0074705000000000465	0.24354208904109473	Down
Kifc3	0.2496	0.194375	0.055224999999999996	19.5	26	0.006784499999999971	0.24354208904109473	Down
Eid2b	0.2016	0.15438596491228068	0.04721403508771932	18.5	14	0.006502499999999967	0.24354208904109473	Down
Gtf2e2	0.2244	0.1713157894736842	0.05308421052631579	18.5	17	0.006641499999999967	0.24354208904109473	Down
Hebp2	0.19240000000000002	0.14666666666666667	0.04573333333333335	17.5	13	0.007625499999999952	0.24354208904109473	Down
Rplp0-ps1	0.19240000000000002	0.14666666666666667	0.04573333333333335	17.5	13	0.007625499999999952	0.24354208904109473	Down
Phf8	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
Mlst8	0.2244	0.17229202037351443	0.05210797962648556	21.0	17	0.0073585000000000456	0.24354208904109473	Down
Ift140	0.24	0.18850574712643678	0.05149425287356321	23.5	20	0.0074705000000000465	0.24354208904109473	Down
Mrm2	0.2244	0.17229202037351443	0.05210797962648556	21.0	17	0.0073585000000000456	0.24354208904109473	Down
Orc2	0.2436	0.18974025974025976	0.053859740259740246	28.0	29	0.0073024999999999896	0.24354208904109473	Down
Jazf1	0.2436	0.18964912280701754	0.05395087719298247	18.5	21	0.006933500000000037	0.24354208904109473	Down
Fhl2	0.2244	0.1713157894736842	0.05308421052631579	18.5	17	0.006641499999999967	0.24354208904109473	Down
Dbr1	0.1476	0.10988095238095237	0.03771904761904764	17.5	9	0.007046499999999956	0.24354208904109473	Down
Tusc1	0.2016	0.15438596491228068	0.04721403508771932	18.5	14	0.006502499999999967	0.24354208904109473	Down
Tbcel	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
Taf9b	0.19240000000000002	0.14666666666666667	0.04573333333333335	17.5	13	0.007625499999999952	0.24354208904109473	Down
Pgam2	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
Gm38431	0.19240000000000002	0.14666666666666667	0.04573333333333335	17.5	13	0.007625499999999952	0.24354208904109473	Down
Nuak1	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
Cep350	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
Fosl1	0.1476	0.10988095238095237	0.03771904761904764	17.5	9	0.007046499999999956	0.24354208904109473	Down
1700008O03Rik	0.2176	0.16993055555555558	0.0476694444444444	19.5	16	0.0072784999999999656	0.24354208904109473	Down
Acbd4	0.24	0.18753387533875338	0.052466124661246616	37.5	20	0.00697749999999997	0.24354208904109473	Up
Ppfia3	0.2436	0.18993055555555557	0.053669444444444436	19.5	29	0.007637499999999964	0.24354208904109473	Down
Ctf2	0.2356	0.18333333333333332	0.052266666666666683	22.5	31	0.006636500000000045	0.24354208904109473	Down
Nup88	0.1824	0.1406896551724138	0.041710344827586204	23.5	38	0.006556499999999965	0.24354208904109473	Down
Nsun3	0.1716	0.1299122807017544	0.04168771929824561	18.5	11	0.006537499999999974	0.24354208904109473	Down
Golga3	0.2244	0.173786078098472	0.050613921901528	21.0	33	0.0074305000000000065	0.24354208904109473	Down
Crnkl1	0.19240000000000002	0.14666666666666667	0.04573333333333335	17.5	13	0.007625499999999952	0.24354208904109473	Down
Prrg1	0.2016	0.15692307692307694	0.04467692307692306	24.5	14	0.006986500000000007	0.24354208904109473	Down
Gm5051	0.1476	0.10988095238095237	0.03771904761904764	17.5	9	0.007046499999999956	0.24354208904109473	Down
Rbm11	0.1344	0.10434782608695653	0.030052173913043462	26.5	8	0.007165500000000047	0.24354208904109473	Up
Lims1	0.1476	0.10988095238095237	0.03771904761904764	17.5	9	0.007046499999999956	0.24354208904109473	Down
Agap2	0.2016	0.15438596491228068	0.04721403508771932	18.5	14	0.006502499999999967	0.24354208904109473	Down
Trmt2a	0.2356	0.18333333333333332	0.052266666666666683	22.5	31	0.006636500000000045	0.24354208904109473	Down
Gm13002	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
AC166341.1	0.19240000000000002	0.14666666666666667	0.04573333333333335	17.5	13	0.007625499999999952	0.24354208904109473	Down
Mgat4b	0.2436	0.18964912280701754	0.05395087719298247	18.5	21	0.006933500000000037	0.24354208904109473	Down
Gm5831	0.2176	0.16993055555555558	0.0476694444444444	19.5	16	0.0072784999999999656	0.24354208904109473	Down
Slc25a37	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
Raver1	0.1476	0.11198641765704584	0.03561358234295417	21.0	9	0.007317499999999977	0.24354208904109473	Down
Tmem131l	0.2016	0.1575	0.0441	19.5	36	0.007268500000000011	0.24354208904109473	Down
Nfxl1	0.2436	0.18974025974025976	0.053859740259740246	28.0	29	0.0073024999999999896	0.24354208904109473	Down
Med6	0.24640000000000004	0.19192118226600982	0.054478817733990215	23.5	22	0.006797500000000012	0.24354208904109473	Down
Gm7286	0.1476	0.10988095238095237	0.03771904761904764	17.5	9	0.007046499999999956	0.24354208904109473	Down
Tmem254b	0.2356	0.18333333333333332	0.052266666666666683	22.5	31	0.006636500000000045	0.24354208904109473	Down
Tmem254a	0.2176	0.16993055555555558	0.0476694444444444	19.5	16	0.0072784999999999656	0.24354208904109473	Down
3110053B16Rik	0.2244	0.17229202037351443	0.05210797962648556	21.0	17	0.0073585000000000456	0.24354208904109473	Down
Scn2a	0.2436	0.18993055555555557	0.053669444444444436	19.5	29	0.007637499999999964	0.24354208904109473	Down
Pdik1l	0.2176	0.16993055555555558	0.0476694444444444	19.5	16	0.0072784999999999656	0.24354208904109473	Down
Etv1	0.2176	0.16993055555555558	0.0476694444444444	19.5	16	0.0072784999999999656	0.24354208904109473	Down
Asb7	0.2436	0.18964912280701754	0.05395087719298247	18.5	21	0.006933500000000037	0.24354208904109473	Down
2410024N13Rik	0.1716	0.1299122807017544	0.04168771929824561	18.5	11	0.006537499999999974	0.24354208904109473	Down
Rab9b	0.2436	0.18964912280701754	0.05395087719298247	18.5	21	0.006933500000000037	0.24354208904109473	Down
Selenot	0.17159999999999997	0.13230273752012886	0.039297262479871115	26.5	39	0.007459499999999952	0.24354208904109473	Down
Cog3	0.24640000000000004	0.19239388794567064	0.0540061120543294	21.0	22	0.007539500000000032	0.24354208904109473	Down
Plcl1	0.24	0.18850574712643678	0.05149425287356321	23.5	20	0.0074705000000000465	0.24354208904109473	Down
Rcbtb2	0.2496	0.194375	0.055224999999999996	19.5	26	0.006784499999999971	0.24354208904109473	Down
Gm49329	0.24640000000000004	0.19239388794567064	0.0540061120543294	21.0	22	0.007539500000000032	0.24354208904109473	Down
Zmym2	0.2356	0.18396103896103896	0.05163896103896104	28.0	31	0.007121500000000003	0.24354208904109473	Down
Zfp867	0.1716	0.1299122807017544	0.04168771929824561	18.5	11	0.006537499999999974	0.24354208904109473	Down
Trpc4	0.24639999999999998	0.1920855614973262	0.054314438502673784	30.5	28	0.006662500000000016	0.24354208904109473	Down
T2	0.2436	0.18974025974025976	0.053859740259740246	28.0	29	0.0073024999999999896	0.24354208904109473	Down
Med31	0.21000000000000002	0.16666666666666669	0.043333333333333335	24.5	35	0.007975500000000024	0.24364001181102435	Down
Elmod2	0.21000000000000002	0.16666666666666669	0.043333333333333335	24.5	35	0.007975500000000024	0.24364001181102435	Down
Ttc9c	0.21000000000000002	0.16666666666666669	0.043333333333333335	24.5	35	0.007975500000000024	0.24364001181102435	Down
Gm48407	0.2496	0.19733333333333333	0.052266666666666656	22.5	26	0.00785950000000002	0.24364001181102435	Down
Kpna4	0.21000000000000002	0.16666666666666669	0.043333333333333335	24.5	35	0.007975500000000024	0.24364001181102435	Down
Clock	0.21000000000000002	0.16666666666666669	0.043333333333333335	24.5	35	0.007975500000000024	0.24364001181102435	Down
AC117188.2	0.2496	0.19733333333333333	0.052266666666666656	22.5	26	0.00785950000000002	0.24364001181102435	Down
Serhl	0.2484	0.19549999999999998	0.05290000000000003	36.5	27	0.007919499999999968	0.24364001181102435	Up
Akt3	0.2496	0.19733333333333333	0.052266666666666656	22.5	26	0.00785950000000002	0.24364001181102435	Down
Selenoh	0.2496	0.19733333333333333	0.052266666666666656	29.5	24	0.007943499999999992	0.24364001181102435	Down
Mapk3	0.21000000000000002	0.16666666666666669	0.043333333333333335	24.5	35	0.007975500000000024	0.24364001181102435	Down
Hivep2	0.1824	0.1424	0.04000000000000001	25.5	38	0.007705500000000032	0.24364001181102435	Down
Rpl17-ps10	0.1824	0.14240000000000003	0.03999999999999998	25.5	12	0.007695499999999966	0.24364001181102435	Down
Plekha5	0.2496	0.19733333333333333	0.052266666666666656	22.5	26	0.00785950000000002	0.24364001181102435	Down
Appl2	0.2496	0.19733333333333333	0.052266666666666656	22.5	26	0.00785950000000002	0.24364001181102435	Down
Slc27a1	0.21000000000000002	0.16666666666666669	0.043333333333333335	24.5	35	0.007975500000000024	0.24364001181102435	Down
Gm4756	0.1476	0.1125	0.035100000000000006	24.5	9	0.008127499999999954	0.24763343586387296	Down
Pum1	0.2244	0.17493506493506494	0.049464935064935045	28.0	33	0.008360499999999993	0.24938399113923923	Down
Mus81	0.2484	0.19579638752052544	0.052603612479474565	23.5	27	0.00838249999999996	0.24938399113923923	Down
Foxn2	0.1344	0.10493055555555557	0.029469444444444423	19.5	8	0.008463499999999957	0.24938399113923923	Down
Mtr	0.1344	0.10493055555555557	0.029469444444444423	19.5	8	0.008463499999999957	0.24938399113923923	Down
C330021F23Rik	0.2356	0.18700000000000003	0.04859999999999998	22.5	19	0.008254500000000053	0.24938399113923923	Down
Car15	0.1344	0.10493055555555557	0.029469444444444423	19.5	8	0.008463499999999957	0.24938399113923923	Down
Ctdspl	0.2356	0.18700000000000003	0.04859999999999998	22.5	19	0.008254500000000053	0.24938399113923923	Down
Spin2c	0.1344	0.10493055555555557	0.029469444444444423	19.5	8	0.008463499999999957	0.24938399113923923	Down
E4f1	0.2356	0.18699999999999994	0.04860000000000006	29.5	31	0.008407500000000012	0.24938399113923923	Down
Ccdc162	0.2484	0.19579638752052544	0.052603612479474565	23.5	27	0.00838249999999996	0.24938399113923923	Down
Kif26b	0.1344	0.10493055555555557	0.029469444444444423	19.5	8	0.008463499999999957	0.24938399113923923	Down
Lonp1	0.2484	0.19579638752052544	0.052603612479474565	23.5	27	0.00838249999999996	0.24938399113923923	Down
Ppargc1b	0.2356	0.18700000000000003	0.04859999999999998	22.5	19	0.008254500000000053	0.24938399113923923	Down
4930430F08Rik	0.2304	0.17988095238095242	0.050519047619047575	17.5	18	0.0085345	0.25020918261964736	Down
Pik3ip1	0.2304	0.17988095238095242	0.050519047619047575	17.5	18	0.0085345	0.25020918261964736	Down
Zc3hav1l	0.2244	0.17564935064935067	0.04875064935064932	28.0	33	0.008652499999999952	0.25303127512562673	Up
Pms2	0.2436	0.19133333333333333	0.052266666666666683	22.5	21	0.009047499999999986	0.2537442228915659	Down
Pla2g4b	0.24	0.18974358974358974	0.050256410256410255	24.5	30	0.008935499999999985	0.2537442228915659	Down
AC110514.1	0.2436	0.19133333333333333	0.052266666666666683	29.5	29	0.008931499999999981	0.2537442228915659	Down
Ddx20	0.2436	0.19133333333333333	0.052266666666666683	22.5	21	0.009047499999999986	0.2537442228915659	Down
Zkscan5	0.2436	0.19133333333333333	0.052266666666666683	29.5	21	0.009047499999999986	0.2537442228915659	Up
Tlnrd1	0.21	0.1675438596491228	0.04245614035087719	18.5	15	0.008948500000000026	0.2537442228915659	Down
Gm10197	0.1476	0.1152	0.03240000000000001	25.5	9	0.008794500000000038	0.2537442228915659	Up
Phf23	0.24	0.18974358974358974	0.050256410256410255	24.5	30	0.008935499999999985	0.2537442228915659	Down
Slc17a7	0.21	0.1672014260249554	0.04279857397504458	30.5	15	0.008948500000000026	0.2537442228915659	Up
Tmem35b	0.2244	0.17564935064935064	0.04875064935064935	28.0	17	0.008744500000000044	0.2537442228915659	Down
Brip1	0.24	0.18974358974358974	0.050256410256410255	24.5	30	0.008935499999999985	0.2537442228915659	Down
Ankrd39	0.24	0.18974358974358974	0.050256410256410255	24.5	30	0.008935499999999985	0.2537442228915659	Down
Nufip2	0.25	0.19517543859649122	0.054824561403508776	18.5	25	0.008862499999999995	0.2537442228915659	Down
Fbxw8	0.2436	0.19133333333333333	0.052266666666666683	22.5	21	0.009047499999999986	0.2537442228915659	Down
Rbsn	0.2436	0.19133333333333333	0.052266666666666683	22.5	21	0.009047499999999986	0.2537442228915659	Down
Cnnm4	0.2436	0.19133333333333333	0.052266666666666683	22.5	21	0.009047499999999986	0.2537442228915659	Down
Slco3a1	0.24	0.18974358974358974	0.050256410256410255	24.5	30	0.008935499999999985	0.2537442228915659	Down
Kdm2b	0.2356	0.18719999999999998	0.048400000000000026	25.5	19	0.009233500000000006	0.25710216866028723	Down
